EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
24352,TARRANT CO.,FT WORTH,04/13/2007,1706,Hail,2.75, ,0,0,3000000,0,TX,CST-6, ,4322,C,439,FWD,0,0,NWS Employee, , , ,1,E,1,E,FT WORTH,04/13/2007,1706,32.75,-97.34,32.75,-97.34,"Baseball-size hail reported at the forecast office.","A strong surface low and dryline interacted with a very unstable atmosphere over North Texas.  Large hail, damaging winds, and tornadoes were reported as strong storms developed.  A total of 5,500 cars and 3,500 homes and businesses were reportedly damaged by hail.",115
24353,TARRANT CO.,SAGINAW,04/13/2007,1710,Hail,2.50, ,0,0,3000000,0,TX,CST-6, ,4322,C,439,FWD,0,0,Public, , , ,0,N,0,N,SAGINAW,04/13/2007,1715,32.87,-97.37,32.87,-97.37,"Tennis ball-size hail fell for about 5 minutes and damaged cars, businesses, and homes.","A strong surface low and dryline interacted with a very unstable atmosphere over North Texas.  Large hail, damaging winds, and tornadoes were reported as strong storms developed.  A total of 5,500 cars and 3,500 homes and businesses were reportedly damaged by hail.",116
24354,TARRANT CO.,NORTH RICHLAND HILLS,04/13/2007,1713,Hail,1.00, ,0,0,0,0,TX,CST-6, ,4322,C,439,FWD,0,0,NWS Employee, , , ,0,WNW,0,WNW,NORTH RICHLAND HILLS,04/13/2007,1713,32.83,-97.25,32.83,-97.25,"","A strong surface low and dryline interacted with a very unstable atmosphere over North Texas.  Large hail, damaging winds, and tornadoes were reported as strong storms developed.  A total of 5,500 cars and 3,500 homes and businesses were reportedly damaged by hail.",117
24355,TARRANT CO.,HURST,04/13/2007,1715,Hail,1.75, ,0,0,40000,0,TX,CST-6, ,4322,C,439,FWD,0,0,NWS Employee, , , ,0,ESE,0,ESE,HURST,04/13/2007,1715,32.82,-97.15,32.82,-97.15,"Golfball-size hail reported at Northeast Mall.  Many cars had dents and some had cracked or broken windshields.","A strong surface low and dryline interacted with a very unstable atmosphere over North Texas.  Large hail, damaging winds, and tornadoes were reported as strong storms developed.  A total of 5,500 cars and 3,500 homes and businesses were reportedly damaged by hail.",118
24356,TARRANT CO.,KELLER,04/13/2007,1720,Hail,1.00, ,0,0,0,0,TX,CST-6, ,4322,C,439,FWD,0,0,NWS Employee, , , ,1,S,1,S,KELLER,04/13/2007,1720,32.9155,-97.25,32.9155,-97.25,"","A strong surface low and dryline interacted with a very unstable atmosphere over North Texas.  Large hail, damaging winds, and tornadoes were reported as strong storms developed.  A total of 5,500 cars and 3,500 homes and businesses were reportedly damaged by hail.",119
24357,TARRANT CO.,GRAPEVINE,04/13/2007,1730,Hail,1.25, ,0,0,0,0,TX,CST-6, ,4322,C,439,FWD,0,0,COOP Observer, , , ,1,E,1,E,GRAPEVINE,04/13/2007,1730,32.93,-97.07,32.93,-97.07,"","A strong surface low and dryline interacted with a very unstable atmosphere over North Texas.  Large hail, damaging winds, and tornadoes were reported as strong storms developed.  A total of 5,500 cars and 3,500 homes and businesses were reportedly damaged by hail.",120
24358,TARRANT CO.,COLLEYVILLE,04/13/2007,1732,Hail,3.00, ,0,0,10000000,0,TX,CST-6, ,4322,C,439,FWD,0,0,Amateur Radio, , , ,0,N,0,N,COLLEYVILLE,04/13/2007,1732,32.88,-97.15,32.88,-97.15,"Teacup-size hail reported in town.  Hundreds of cars, homes, and businesses were damaged.","A strong surface low and dryline interacted with a very unstable atmosphere over North Texas.  Large hail, damaging winds, and tornadoes were reported as strong storms developed.  A total of 5,500 cars and 3,500 homes and businesses were reportedly damaged by hail.",121
24511,TARRANT CO.,EULESS,04/24/2007,1340,Hail,1.00, ,0,0,0,0,TX,CST-6, ,4336,C,439,FWD,0,0,Amateur Radio, , , ,2,NE,2,NE,EULESS,04/24/2007,1340,32.8504,-97.0557,32.8504,-97.0557,"","Low level moisture was in place across North Texas as an upper level low pressure system moved into the western half of the state.  Large hail reports along with damaging winds and flash flooding were common throughout this twelve-hour event.",122
24538,TARRANT CO.,LAKESIDE,04/24/2007,1957,Hail,1.00, ,0,0,0,0,TX,CST-6, ,4336,C,439,FWD,0,0,Public, , , ,0,ESE,0,ESE,LAKESIDE,04/24/2007,1957,32.87,-96.48,32.87,-96.48,"","Low level moisture was in place across North Texas as an upper level low pressure system moved into the western half of the state.  Large hail reports along with damaging winds and flash flooding were common throughout this twelve-hour event.",123
24539,TARRANT CO.,LAKESIDE,04/24/2007,1957,Hail,1.25, ,0,0,0,0,TX,CST-6, ,4336,C,439,FWD,0,0,Public, , , ,0,E,0,E,LAKESIDE,04/24/2007,1957,32.87,-96.48,32.87,-96.48,"","Low level moisture was in place across North Texas as an upper level low pressure system moved into the western half of the state.  Large hail reports along with damaging winds and flash flooding were common throughout this twelve-hour event.",124
24540,TARRANT CO.,LAKESIDE,04/24/2007,2057,Hail,1.00, ,0,0,0,0,TX,CST-6, ,4336,C,439,FWD,0,0,Public, , , ,0,N,0,N,LAKESIDE,04/24/2007,2057,32.87,-96.48,32.87,-96.48,"","Low level moisture was in place across North Texas as an upper level low pressure system moved into the western half of the state.  Large hail reports along with damaging winds and flash flooding were common throughout this twelve-hour event.",125
31787,TARRANT CO.,ARLINGTON,05/03/2007,1730,Hail,1.75, ,0,0,5000,0,TX,CST-6, ,5372,C,439,FWD,0,0,Trained Spotter, , , ,0,N,0,N,ARLINGTON,05/03/2007,1730,32.73,-97.12,32.73,-97.12,"","A split in the upper levels of the atmosphere steered several southern stream impulses into north Texas, producing flash flooding, strong winds, and a few tornadoes.  The most impressive of these events was a derecho which moved through North Texas on May 2.  It produced winds in excess of 85 MPH.",126
31844,TARRANT CO.,EULESS,05/08/2007,2050,Hail,1.00, ,0,0,0,0,TX,CST-6, ,5455,C,439,FWD,0,0,Amateur Radio, , , ,0,N,0,N,EULESS,05/08/2007,2050,32.83,-97.08,32.83,-97.08,"","An upper level low pressure system interacted with a moist and unstable airmass over north Texas, resulting in large hail, damaging winds, and flash flooding.",127
59461,TARRANT CO.,FT WORTH,10/14/2007,2052,Hail,1.75, ,0,0,10000,0,TX,CST-6, ,10693,C,439,FWD,0,0,Public, , , ,5,N,5,N,FT WORTH,10/14/2007,2052,32.8223,-97.35,32.8223,-97.35,"Golfball-size hail reported.","A powerful upper level storm system moved from the desert southwest into west Texas.  Storms developed along a dry line Sunday evening.  The main area of upper level lift along with an attendant Pacific cold front arrived Monday.  As a result, there were several reports of severe weather and flooding.",128
80669,TARRANT CO.,BENBROOK,02/15/2008,2326,Hail,1.00, ,0,0,0,0,TX,CST-6, ,14353,C,439,FWD,0,0,Amateur Radio, , , ,0,W,0,W,BENBROOK,02/15/2008,2326,32.68,-97.45,32.68,-97.45,"","A slow moving cold front and upper level low pressure system triggered numerous thunderstorms late in the day on the 15th and in the early morning hours of the 16th.  Hail between nickel and golfball-size was a common occurrence.",129
87004,TARRANT CO.,CROWLEY,03/31/2008,1400,Hail,1.75, ,0,0,10000,0,TX,CST-6, ,15080,C,439,FWD,0,0,Newspaper, , , ,0,N,0,N,CROWLEY,03/31/2008,1400,32.58,-97.32,32.58,-97.32,"","Showers and thunderstorms developed along a southward moving cold front on the 29th. Van Zandt and Hopkins Counties had reports of large hail, high winds, and flooding as the boundary wavered in the area on the 30th.  Several supercells and a line of severe storms moved through north Texas on the evening of the 31st as a dry line approached from the west and the warm front remained nearby.",130
88395,TARRANT CO.,HANDLEY,04/08/2008,2218,Hail,1.00, ,0,0,0,0,TX,CST-6, ,15558,C,439,FWD,0,0,Amateur Radio, , , ,3,W,3,W,HANDLEY,04/08/2008,2218,32.7353,-97.2256,32.7353,-97.2256,"Quarter-size hail was reported at Lancaster Road and Loop 820.","Several rounds of storms moved across north Texas on April 8th through 10th.  Numerous reports of large hail were received on Tuesday evening.  A lone supercell evolved during the afternoon hours of the 9th, producing tornadoes and large hail along its path.  Later that evening and into Thursday morning a squall line tracked across north Texas, producing damaging winds and tornadoes into the morning hours.",131
88397,TARRANT CO.,ARLINGTON,04/08/2008,2222,Hail,1.00, ,0,0,0,0,TX,CST-6, ,15558,C,439,FWD,0,0,Amateur Radio, , , ,0,N,0,N,ARLINGTON,04/08/2008,2222,32.73,-97.12,32.73,-97.12,"","Several rounds of storms moved across north Texas on April 8th through 10th.  Numerous reports of large hail were received on Tuesday evening.  A lone supercell evolved during the afternoon hours of the 9th, producing tornadoes and large hail along its path.  Later that evening and into Thursday morning a squall line tracked across north Texas, producing damaging winds and tornadoes into the morning hours.",132
88409,TARRANT CO.,BENBROOK,04/09/2008,109,Hail,1.00, ,0,0,0,0,TX,CST-6, ,15558,C,439,FWD,0,0,Amateur Radio, , , ,1,WSW,1,WSW,BENBROOK,04/09/2008,109,32.67,-97.47,32.67,-97.47,"","Several rounds of storms moved across north Texas on April 8th through 10th.  Numerous reports of large hail were received on Tuesday evening.  A lone supercell evolved during the afternoon hours of the 9th, producing tornadoes and large hail along its path.  Later that evening and into Thursday morning a squall line tracked across north Texas, producing damaging winds and tornadoes into the morning hours.",133
88410,TARRANT CO.,BENBROOK,04/09/2008,115,Hail,1.75, ,0,0,5000,0,TX,CST-6, ,15558,C,439,FWD,0,0,Broadcast Media, , , ,0,W,0,W,BENBROOK,04/09/2008,115,32.68,-97.45,32.68,-97.45,"","Several rounds of storms moved across north Texas on April 8th through 10th.  Numerous reports of large hail were received on Tuesday evening.  A lone supercell evolved during the afternoon hours of the 9th, producing tornadoes and large hail along its path.  Later that evening and into Thursday morning a squall line tracked across north Texas, producing damaging winds and tornadoes into the morning hours.",134
88807,TARRANT CO.,RIVER OAKS,04/17/2008,1904,Hail,1.75, ,0,0,10000000,0,TX,CST-6, ,15596,C,439,FWD,0,0,Amateur Radio, , , ,0,N,0,N,RIVER OAKS,04/17/2008,1904,32.78,-97.4,32.78,-97.4,"Car dealerships reported damage to about 8,000 vehicles in the metroplex.  Roofs of homes and private vehicles were also damaged.","A potent supercell developed during the afternoon and moved eastward along a cold front.  This storm was responsible for hail as large as baseballs as it moved across Jack, Stephens, Palo Pinto, Parker, and Tarrant Counties.  A squall line developed along the southward moving cold front later that evening, producing a few reports of thunderstorm winds and large hail.",135
88808,TARRANT CO.,FT WORTH,04/17/2008,1907,Hail,1.75, ,0,0,10000,0,TX,CST-6, ,15596,C,439,FWD,0,0,Amateur Radio, , , ,1,E,1,E,FT WORTH,04/17/2008,1907,32.75,-97.34,32.75,-97.34,"Golfball-size hail was reported at University Drive and White Settlement Road.","A potent supercell developed during the afternoon and moved eastward along a cold front.  This storm was responsible for hail as large as baseballs as it moved across Jack, Stephens, Palo Pinto, Parker, and Tarrant Counties.  A squall line developed along the southward moving cold front later that evening, producing a few reports of thunderstorm winds and large hail.",136
88809,TARRANT CO.,FT WORTH,04/17/2008,1910,Hail,1.00, ,0,0,0,0,TX,CST-6, ,15596,C,439,FWD,0,0,NWS Employee, , , ,1,E,1,E,FT WORTH,04/17/2008,1910,32.75,-97.34,32.75,-97.34,"","A potent supercell developed during the afternoon and moved eastward along a cold front.  This storm was responsible for hail as large as baseballs as it moved across Jack, Stephens, Palo Pinto, Parker, and Tarrant Counties.  A squall line developed along the southward moving cold front later that evening, producing a few reports of thunderstorm winds and large hail.",137
88811,TARRANT CO.,EULESS,04/17/2008,1938,Hail,1.25, ,0,0,0,0,TX,CST-6, ,15596,C,439,FWD,0,0,Amateur Radio, , , ,1,N,1,N,EULESS,04/17/2008,1938,32.85,-97.08,32.85,-97.08,"","A potent supercell developed during the afternoon and moved eastward along a cold front.  This storm was responsible for hail as large as baseballs as it moved across Jack, Stephens, Palo Pinto, Parker, and Tarrant Counties.  A squall line developed along the southward moving cold front later that evening, producing a few reports of thunderstorm winds and large hail.",138
88813,TARRANT CO.,MANSFIELD,04/17/2008,1955,Hail,1.00, ,0,0,0,0,TX,CST-6, ,15596,C,439,FWD,0,0,Amateur Radio, , , ,1,E,1,E,MANSFIELD,04/17/2008,1955,32.57,-97.12,32.57,-97.12,"","A potent supercell developed during the afternoon and moved eastward along a cold front.  This storm was responsible for hail as large as baseballs as it moved across Jack, Stephens, Palo Pinto, Parker, and Tarrant Counties.  A squall line developed along the southward moving cold front later that evening, producing a few reports of thunderstorm winds and large hail.",139
107220,TARRANT CO.,KELLER,06/25/2008,2031,Hail,1.00, ,0,0,0,0,TX,CST-6, ,18338,C,439,FWD,0,0,Amateur Radio, , , ,0,E,0,E,KELLER,06/25/2008,2031,32.93,-97.25,32.93,-97.25,"","Isolated thunderstorms developed in northwest flow aloft.  A few reports of large hail were received.",140
155012,TARRANT CO.,SEMINARY HILL,02/10/2009,2055,Hail,1.00, ,0,0,0,0,TX,CST-6, ,26354,C,439,FWD,0,0,Amateur Radio, , , ,2,SW,2,SW,SEMINARY HILL,02/10/2009,2055,32.66,-97.41,32.66,-97.41,"Quarter size hail fell 4 miles west of Edgecliff.","Severe thunderstorms along a dryline moved into the northwestern portions of north Texas during the early evening hours. A Pacific front overtook the dryline during the evening hours and a severe squall line moved through north Texas. Widespread wind damage and hail was common, and a few tornadoes also occurred in Montague and Tarrant counties.",141
158077,TARRANT CO.,HASLET,03/30/2009,2115,Hail,1.00, ,0,0,10000,0,TX,CST-6, ,26932,C,439,FWD,0,0,NWS Employee, , , ,2,NW,2,NW,HASLET,03/30/2009,2115,32.9868,-97.3726,32.9868,-97.3726,"Quarter size hail was reported just west of Haslet.","Two lines of severe storms developed in north Texas this night. One line of storms developed along a dryline in the northwestern portions of north Texas. The second line of storms developed across the central portions of north Texas along a cold front as it overtook the dryline. Hail was the only event reported this night and baseball size hail produced significant damage to a car dealership and adjacent neighborhood in north Fort Worth. Large hail continued as the storm tracked to the east into eastern Tarrant County and western Dallas County. Totaled insured losses for this event for Tarrant County were $95 million.",142
158073,TARRANT CO.,AVONDALE,03/30/2009,2118,Hail,1.00, ,0,0,25000,0,TX,CST-6, ,26932,C,439,FWD,0,0,Amateur Radio, , , ,1,SE,1,SE,AVONDALE,03/30/2009,2118,32.96,-97.41,32.96,-97.41,"Quarter size hail was reported 4 miles west of Haslet.","Two lines of severe storms developed in north Texas this night. One line of storms developed along a dryline in the northwestern portions of north Texas. The second line of storms developed across the central portions of north Texas along a cold front as it overtook the dryline. Hail was the only event reported this night and baseball size hail produced significant damage to a car dealership and adjacent neighborhood in north Fort Worth. Large hail continued as the storm tracked to the east into eastern Tarrant County and western Dallas County. Totaled insured losses for this event for Tarrant County were $95 million.",143
158076,TARRANT CO.,HASLET,03/30/2009,2121,Hail,1.75, ,0,0,250000,0,TX,CST-6, ,26932,C,439,FWD,0,0,Amateur Radio, , , ,1,W,1,W,HASLET,03/30/2009,2121,32.9698,-97.3657,32.9698,-97.3657,"Golfball size hail was reported 1 mile west of Haslet.","Two lines of severe storms developed in north Texas this night. One line of storms developed along a dryline in the northwestern portions of north Texas. The second line of storms developed across the central portions of north Texas along a cold front as it overtook the dryline. Hail was the only event reported this night and baseball size hail produced significant damage to a car dealership and adjacent neighborhood in north Fort Worth. Large hail continued as the storm tracked to the east into eastern Tarrant County and western Dallas County. Totaled insured losses for this event for Tarrant County were $95 million.",144
158356,TARRANT CO.,KELLER ALTA VISTA AR,03/30/2009,2125,Hail,2.75, ,0,0,1000000,0,TX,CST-6, ,26932,C,439,FWD,0,0,Newspaper, , , ,3,NW,3,NW,KELLER ALTA VISTA AR,03/30/2009,2125,32.9328,-97.3144,32.9328,-97.3144,"Ping Pong to Baseball size hail damaged about 400 vehicles at a car dealership located at I-35W and Golden Triangle. Numerous cars sustained broken windshields and dents.","Two lines of severe storms developed in north Texas this night. One line of storms developed along a dryline in the northwestern portions of north Texas. The second line of storms developed across the central portions of north Texas along a cold front as it overtook the dryline. Hail was the only event reported this night and baseball size hail produced significant damage to a car dealership and adjacent neighborhood in north Fort Worth. Large hail continued as the storm tracked to the east into eastern Tarrant County and western Dallas County. Totaled insured losses for this event for Tarrant County were $95 million.",145
158145,TARRANT CO.,KELLER ALTA VISTA AR,03/30/2009,2125,Hail,1.00, ,0,0,650000,0,TX,CST-6, ,26932,C,439,FWD,0,0,NWS Employee, , , ,3,NW,3,NW,KELLER ALTA VISTA AR,03/30/2009,2125,32.9336,-97.3155,32.9336,-97.3155,"Quarter size hail was reported at the intersection of I-35 and Golden Triangle.","Two lines of severe storms developed in north Texas this night. One line of storms developed along a dryline in the northwestern portions of north Texas. The second line of storms developed across the central portions of north Texas along a cold front as it overtook the dryline. Hail was the only event reported this night and baseball size hail produced significant damage to a car dealership and adjacent neighborhood in north Fort Worth. Large hail continued as the storm tracked to the east into eastern Tarrant County and western Dallas County. Totaled insured losses for this event for Tarrant County were $95 million.",146
158143,TARRANT CO.,KELLER,03/30/2009,2126,Hail,1.50, ,0,0,1000000,0,TX,CST-6, ,26932,C,439,FWD,0,0,Public, , , ,1,ENE,1,ENE,KELLER,03/30/2009,2126,32.9344,-97.2295,32.9344,-97.2295,"Ping Pong ball size hail covered the ground in Keller.","Two lines of severe storms developed in north Texas this night. One line of storms developed along a dryline in the northwestern portions of north Texas. The second line of storms developed across the central portions of north Texas along a cold front as it overtook the dryline. Hail was the only event reported this night and baseball size hail produced significant damage to a car dealership and adjacent neighborhood in north Fort Worth. Large hail continued as the storm tracked to the east into eastern Tarrant County and western Dallas County. Totaled insured losses for this event for Tarrant County were $95 million.",147
158144,TARRANT CO.,KELLER ALTA VISTA AR,03/30/2009,2126,Hail,2.50, ,0,0,5000000,0,TX,CST-6, ,26932,C,439,FWD,0,0,Trained Spotter, , , ,2,NNW,2,NNW,KELLER ALTA VISTA AR,03/30/2009,2126,32.9282,-97.295,32.9282,-97.295,"Tennis ball size hail was reported near the Crawford Farms Subdivision on the west side of Keller.","Two lines of severe storms developed in north Texas this night. One line of storms developed along a dryline in the northwestern portions of north Texas. The second line of storms developed across the central portions of north Texas along a cold front as it overtook the dryline. Hail was the only event reported this night and baseball size hail produced significant damage to a car dealership and adjacent neighborhood in north Fort Worth. Large hail continued as the storm tracked to the east into eastern Tarrant County and western Dallas County. Totaled insured losses for this event for Tarrant County were $95 million.",148
158146,TARRANT CO.,KELLER ALTA VISTA AR,03/30/2009,2130,Hail,1.25, ,0,0,1000000,0,TX,CST-6, ,26932,C,439,FWD,0,0,NWS Employee, , , ,1,SSE,1,SSE,KELLER ALTA VISTA AR,03/30/2009,2130,32.8815,-97.27,32.8815,-97.27,"Half Dollar size hail was reported in north Fort Worth near the intersection of Basswood and Denton Highway.","Two lines of severe storms developed in north Texas this night. One line of storms developed along a dryline in the northwestern portions of north Texas. The second line of storms developed across the central portions of north Texas along a cold front as it overtook the dryline. Hail was the only event reported this night and baseball size hail produced significant damage to a car dealership and adjacent neighborhood in north Fort Worth. Large hail continued as the storm tracked to the east into eastern Tarrant County and western Dallas County. Totaled insured losses for this event for Tarrant County were $95 million.",149
158148,TARRANT CO.,HASLET,03/30/2009,2130,Hail,1.75, ,0,0,1000000,0,TX,CST-6, ,26932,C,439,FWD,0,0,NWS Employee, , , ,4,E,4,E,HASLET,03/30/2009,2130,32.9761,-97.2857,32.9761,-97.2857,"Golfball hail was reported 2 miles east of Alliance Airport.","Two lines of severe storms developed in north Texas this night. One line of storms developed along a dryline in the northwestern portions of north Texas. The second line of storms developed across the central portions of north Texas along a cold front as it overtook the dryline. Hail was the only event reported this night and baseball size hail produced significant damage to a car dealership and adjacent neighborhood in north Fort Worth. Large hail continued as the storm tracked to the east into eastern Tarrant County and western Dallas County. Totaled insured losses for this event for Tarrant County were $95 million.",150
158147,TARRANT CO.,KELLER ALTA VISTA AR,03/30/2009,2130,Hail,1.75, ,0,0,2000000,0,TX,CST-6, ,26932,C,439,FWD,0,0,CoCoRaHS, , , ,1,E,1,E,KELLER ALTA VISTA AR,03/30/2009,2130,32.8975,-97.2633,32.8975,-97.2633,"Golfball size hail dented cars.","Two lines of severe storms developed in north Texas this night. One line of storms developed along a dryline in the northwestern portions of north Texas. The second line of storms developed across the central portions of north Texas along a cold front as it overtook the dryline. Hail was the only event reported this night and baseball size hail produced significant damage to a car dealership and adjacent neighborhood in north Fort Worth. Large hail continued as the storm tracked to the east into eastern Tarrant County and western Dallas County. Totaled insured losses for this event for Tarrant County were $95 million.",151
158154,TARRANT CO.,KELLER,03/30/2009,2131,Hail,2.75, ,0,0,25000000,0,TX,CST-6, ,26932,C,439,FWD,0,0,NWS Employee, , , ,3,NW,3,NW,KELLER,03/30/2009,2131,32.9556,-97.2883,32.9556,-97.2883,"Baseball size hail was reported in a subdivison in west Keller. Numerous homes were damaged.","Two lines of severe storms developed in north Texas this night. One line of storms developed along a dryline in the northwestern portions of north Texas. The second line of storms developed across the central portions of north Texas along a cold front as it overtook the dryline. Hail was the only event reported this night and baseball size hail produced significant damage to a car dealership and adjacent neighborhood in north Fort Worth. Large hail continued as the storm tracked to the east into eastern Tarrant County and western Dallas County. Totaled insured losses for this event for Tarrant County were $95 million.",152
158150,TARRANT CO.,KELLER,03/30/2009,2132,Hail,1.75, ,0,0,20000,0,TX,CST-6, ,26932,C,439,FWD,0,0,Amateur Radio, , , ,5,NNE,5,NNE,KELLER,03/30/2009,2132,33,-97.23,33,-97.23,"Nickel hail increased to golfball size hail in Roanoke.","Two lines of severe storms developed in north Texas this night. One line of storms developed along a dryline in the northwestern portions of north Texas. The second line of storms developed across the central portions of north Texas along a cold front as it overtook the dryline. Hail was the only event reported this night and baseball size hail produced significant damage to a car dealership and adjacent neighborhood in north Fort Worth. Large hail continued as the storm tracked to the east into eastern Tarrant County and western Dallas County. Totaled insured losses for this event for Tarrant County were $95 million.",153
158152,TARRANT CO.,KELLER,03/30/2009,2133,Hail,1.75, ,0,0,3000000,0,TX,CST-6, ,26932,C,439,FWD,0,0,Trained Spotter, , , ,1,E,1,E,KELLER,03/30/2009,2133,32.93,-97.23,32.93,-97.23,"Ping pong to golfball size hail was reported in Keller.","Two lines of severe storms developed in north Texas this night. One line of storms developed along a dryline in the northwestern portions of north Texas. The second line of storms developed across the central portions of north Texas along a cold front as it overtook the dryline. Hail was the only event reported this night and baseball size hail produced significant damage to a car dealership and adjacent neighborhood in north Fort Worth. Large hail continued as the storm tracked to the east into eastern Tarrant County and western Dallas County. Totaled insured losses for this event for Tarrant County were $95 million.",154
158151,TARRANT CO.,KELLER ALTA VISTA AR,03/30/2009,2133,Hail,1.75, ,0,0,5000000,0,TX,CST-6, ,26932,C,439,FWD,0,0,NWS Employee, , , ,3,NW,3,NW,KELLER ALTA VISTA AR,03/30/2009,2133,32.93,-97.31,32.93,-97.31,"Golfball size hail was reported 5 miles west of Keller.","Two lines of severe storms developed in north Texas this night. One line of storms developed along a dryline in the northwestern portions of north Texas. The second line of storms developed across the central portions of north Texas along a cold front as it overtook the dryline. Hail was the only event reported this night and baseball size hail produced significant damage to a car dealership and adjacent neighborhood in north Fort Worth. Large hail continued as the storm tracked to the east into eastern Tarrant County and western Dallas County. Totaled insured losses for this event for Tarrant County were $95 million.",155
158153,TARRANT CO.,KELLER GOODE ARPT,03/30/2009,2136,Hail,2.00, ,0,0,5000000,0,TX,CST-6, ,26932,C,439,FWD,0,0,NWS Employee, , , ,2,SSW,2,SSW,KELLER GOODE ARPT,03/30/2009,2136,32.9044,-97.1942,32.9044,-97.1942,"Hail up to 2 inches in diameter was reported at the intersection of Davis Blvd and North Tarrant Parkway in North Richland Hills.","Two lines of severe storms developed in north Texas this night. One line of storms developed along a dryline in the northwestern portions of north Texas. The second line of storms developed across the central portions of north Texas along a cold front as it overtook the dryline. Hail was the only event reported this night and baseball size hail produced significant damage to a car dealership and adjacent neighborhood in north Fort Worth. Large hail continued as the storm tracked to the east into eastern Tarrant County and western Dallas County. Totaled insured losses for this event for Tarrant County were $95 million.",156
158158,TARRANT CO.,GRAPEVINE,03/30/2009,2140,Hail,1.00, ,0,0,40000,0,TX,CST-6, ,26932,C,439,FWD,0,0,Broadcast Media, , , ,0,NNW,0,NNW,GRAPEVINE,03/30/2009,2140,32.9346,-97.0828,32.9346,-97.0828,"Quarter size hail was reported in Grapevine.","Two lines of severe storms developed in north Texas this night. One line of storms developed along a dryline in the northwestern portions of north Texas. The second line of storms developed across the central portions of north Texas along a cold front as it overtook the dryline. Hail was the only event reported this night and baseball size hail produced significant damage to a car dealership and adjacent neighborhood in north Fort Worth. Large hail continued as the storm tracked to the east into eastern Tarrant County and western Dallas County. Totaled insured losses for this event for Tarrant County were $95 million.",157
158156,TARRANT CO.,SOUTHLAKE,03/30/2009,2142,Hail,1.75, ,0,0,5000000,0,TX,CST-6, ,26932,C,439,FWD,0,0,Broadcast Media, , , ,2,SW,2,SW,SOUTHLAKE,03/30/2009,2142,32.95,-97.15,32.95,-97.15,"Golfball size hail was reported in Southlake.","Two lines of severe storms developed in north Texas this night. One line of storms developed along a dryline in the northwestern portions of north Texas. The second line of storms developed across the central portions of north Texas along a cold front as it overtook the dryline. Hail was the only event reported this night and baseball size hail produced significant damage to a car dealership and adjacent neighborhood in north Fort Worth. Large hail continued as the storm tracked to the east into eastern Tarrant County and western Dallas County. Totaled insured losses for this event for Tarrant County were $95 million.",158
158157,TARRANT CO.,WESTOVER HILLS,03/30/2009,2143,Hail,1.00, ,0,0,0,0,TX,CST-6, ,26932,C,439,FWD,0,0,Amateur Radio, , , ,3,SSE,3,SSE,WESTOVER HILLS,03/30/2009,2143,32.7341,-97.4134,32.7341,-97.4134,"Quarter size hail was reported at the intersection of I-30 and Bryant Irvin in southwest Ft. Worth.","Two lines of severe storms developed in north Texas this night. One line of storms developed along a dryline in the northwestern portions of north Texas. The second line of storms developed across the central portions of north Texas along a cold front as it overtook the dryline. Hail was the only event reported this night and baseball size hail produced significant damage to a car dealership and adjacent neighborhood in north Fort Worth. Large hail continued as the storm tracked to the east into eastern Tarrant County and western Dallas County. Totaled insured losses for this event for Tarrant County were $95 million.",159
158160,TARRANT CO.,GRAPEVINE,03/30/2009,2144,Hail,1.75, ,0,0,5000000,0,TX,CST-6, ,26932,C,439,FWD,0,0,Storm Chaser, , , ,1,E,1,E,GRAPEVINE,03/30/2009,2144,32.93,-97.07,32.93,-97.07,"Golfball size hail was reported in Grapevine.","Two lines of severe storms developed in north Texas this night. One line of storms developed along a dryline in the northwestern portions of north Texas. The second line of storms developed across the central portions of north Texas along a cold front as it overtook the dryline. Hail was the only event reported this night and baseball size hail produced significant damage to a car dealership and adjacent neighborhood in north Fort Worth. Large hail continued as the storm tracked to the east into eastern Tarrant County and western Dallas County. Totaled insured losses for this event for Tarrant County were $95 million.",160
